SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533482,KRIINFRA    ,B ,Q,116.60,117.00,110.00,111.40,111.40,114.70,725,57817,6534540.00,
533499,BGLOBAL     ,T ,Q,5.30,5.52,5.29,5.33,5.49,5.56,34,11189,61262.00,
533506,INVENTURE   ,B ,Q,13.80,16.30,13.80,15.91,15.91,14.00,377,237049,3562633.00,
533519,LNT FH      ,A ,Q,167.25,169.30,159.90,160.50,160.50,166.05,2231,442436,72379579.00,
533520,SORILHOLD   ,B ,Q,280.40,280.40,253.70,253.70,253.70,267.05,1547,202160,53675801.00,
533540,TREE HOUSE  ,B ,Q,13.00,13.29,13.00,13.15,13.20,13.27,18,4363,57168.00,
533543,BROOKS LABS ,B ,Q,100.30,103.50,96.00,98.45,98.45,99.05,143,8601,845316.00,
533552,RUPA & CO   ,B ,Q,447.50,448.00,435.00,435.55,436.00,443.70,157,4090,1800020.00,
533553,TD POWER    ,B ,Q,222.10,222.50,211.00,214.05,212.00,220.70,720,11596,2507577.00,
533569,SRS LIMITED ,B ,Q,1.10,1.12,1.09,1.09,1.09,1.14,241,908263,996248.00,
533570,AXISGOLD    ,E ,Q,2652.01,2729.00,2652.01,2705.95,2705.95,2720.00,4,36,96373.00,
533573,ALEM PHARMA ,A ,Q,578.60,583.20,558.30,573.95,571.35,577.70,499,7946,4543715.00,
533576,VASWANI IND ,B ,Q,16.00,16.50,15.45,16.00,16.00,16.00,87,20824,335647.00,
533581,PG ELECTRO  ,B ,Q,328.85,328.85,301.70,304.30,309.85,323.50,160,5587,1751657.00,
533602,LESHAIND    ,X ,Q,13.00,13.10,13.00,13.00,13.00,13.65,9,403,5259.00,
533605,PRAKASH CON ,B ,Q,8.02,8.18,7.63,7.63,7.63,8.03,128,125655,964133.00,
533608,RDB RASAYAN ,X ,Q,86.35,87.75,83.95,86.70,86.70,86.35,466,203269,17523476.00,
533629,TIJARIA PPL ,T ,Q,12.09,12.09,12.06,12.06,12.06,12.69,7,6950,83982.00,
533632,ONELIFE CAP ,B ,Q,26.60,27.50,26.10,26.55,26.10,27.15,16,2630,70010.00,
533638,FLEXITUFF   ,B ,Q,73.05,74.90,73.00,73.35,73.35,74.30,26,1350,99236.00,
533644,UJAAS       ,B ,Q,22.10,22.40,21.55,21.75,21.75,22.10,256,88292,1920791.00,
533655,TRIVENITURB ,B ,Q,121.50,121.55,119.15,120.10,120.10,119.30,137,8062,969468.00,
533676,INDO THAI   ,B ,Q,90.00,90.00,84.00,85.00,84.50,87.50,151,7193,619364.00,
533704,ESSAR SHIP  ,B ,Q,26.95,26.95,26.20,26.65,26.75,26.65,65,8132,216024.00,
533719,IDBIGOLD    ,E ,Q,2850.00,2850.00,2832.00,2847.00,2847.00,2850.00,4,85,241808.00,
533758,APL APOLLO  ,B ,Q,1991.00,2084.00,1991.00,2045.45,2045.45,2035.90,139,1631,3346952.00,
533761,GPT INFRA   ,B ,Q,188.00,188.00,177.60,178.20,177.60,184.90,65,10827,2001753.00,
533896,FERVENTSYN  ,X ,Q,19.75,21.95,19.00,21.75,21.95,20.50,8,450,9302.00,
533982,TERASOFTWARE,B ,Q,61.45,62.00,60.20,60.70,61.90,61.65,15,1834,112262.00,
534060,PMCFIN      ,X ,Q,0.67,0.67,0.61,0.62,0.62,0.64,291,920263,565817.00,
534063,FUT SOL     ,XT,Q,38.00,38.35,38.00,38.35,38.35,38.00,5,193,7400.00,
534076,ORIENT REF  ,B ,Q,171.90,171.90,170.00,170.15,170.15,170.45,33,2565,437082.00,
534091,MCX LTD     ,A ,Q,748.00,752.30,729.00,738.80,738.80,743.45,1295,33200,24519172.00,
534139,SCHNEIDER   ,B ,Q,109.50,111.50,105.60,105.95,105.95,109.00,389,54124,5812169.00,
534184,NORL        ,B ,Q,3.94,4.59,3.94,4.59,4.59,3.83,638,823545,3687894.00,
534190,OLYMPIC     ,X ,Q,9.97,9.97,9.97,9.97,9.97,9.46,3,250,2492.00,
534309,NBCC        ,A ,Q,208.00,209.50,202.50,203.90,203.90,208.15,1349,112524,23146393.00,
534312,MT EDUCARE  ,B ,Q,72.50,73.40,69.05,70.00,70.00,71.35,413,150419,10581753.00,
534328,HEXATRADEX  ,T ,Q,64.60,64.60,58.95,59.00,58.95,62.05,37,4561,272523.00,
534338,MAXHEIGHTS  ,X ,Q,54.95,54.95,54.50,54.50,54.50,55.00,4,307,16733.00,
534369,TBZ LTD     ,B ,Q,113.90,114.90,108.00,109.25,109.00,112.85,952,97774,10726007.00,
534392,VSSL        ,B ,Q,150.00,152.30,143.70,145.90,145.90,151.20,92,2909,426630.00,
534425,SPECIALITY R,B ,Q,156.00,159.05,149.00,149.95,149.95,153.40,181,26406,4001259.00,
534532,LYPSA GEMS  ,B ,Q,36.50,36.50,32.55,32.80,32.60,33.80,182,48532,1630380.00,
534597,RTNINFRA    ,B ,Q,6.10,6.23,5.85,5.92,5.92,5.94,58,48623,292789.00,
534598,SEPOWER     ,B ,Q,9.19,9.19,9.00,9.00,9.00,9.31,4,510,4591.00,
534600,JTL INFRA   ,X ,Q,174.00,183.95,174.00,178.65,179.90,175.20,278,90850,16204696.00,
534612,AMTL        ,X ,Q,23.60,25.40,23.60,23.65,23.65,24.20,22,6518,155812.00,
534615,NECC LTD    ,B ,Q,28.00,28.00,26.30,26.55,26.40,27.50,83,10705,287211.00,
534618,SANGAM ADV  ,X ,Q,38.00,38.10,36.55,37.50,37.50,38.45,85,48357,1775822.00,
534623,JUPITER INFO,X ,Q,85.25,85.50,81.00,83.85,84.00,83.25,36,9700,819561.00,
534631,CRMFGETF    ,E ,Q,2860.00,2865.00,2860.00,2865.00,2865.00,2800.00,3,200,572975.00,
534674,DUCON       ,B ,Q,37.00,37.30,35.90,35.90,35.90,37.75,98,24063,866793.00,
534675,PROZONINTU  ,B ,Q,59.65,60.35,58.00,58.15,58.15,59.80,172,18351,1077206.00,
534680,SRG HFL     ,XT,Q,315.00,315.00,303.00,307.25,306.00,312.65,68,14062,4391352.00,
534690,LAKSHMIVILAS,A ,Q,123.00,123.00,120.40,121.25,120.50,122.10,127,11143,1357270.00,
534691,COMFORT COM ,B ,Q,12.34,12.34,11.90,12.34,12.34,12.10,186,139920,1722096.00,
534707,ANSHUS CLOTH,X ,Q,1.41,1.41,1.41,1.41,1.41,1.35,1,31,43.00,
534708,RCL RETAIL  ,M ,Q,15.00,16.00,14.50,15.60,16.00,14.50,21,63000,933000.00,
534731,BRONZE INFRA,XT,Q,0.92,0.92,0.91,0.91,0.91,0.95,7,11040,10121.00,
534734,RMCHEM      ,SS,Q,6.08,6.08,6.08,6.08,6.08,6.08,1,170,1033.00,
534741,VIRTUAL GLO ,X ,Q,1.47,1.47,1.47,1.47,1.47,1.54,45,46074,67728.00,
534742,ZUARI AGRO  ,B ,Q,539.70,545.15,485.00,519.60,519.60,533.95,1118,52117,27043200.00,
534748,STEEL EXCH  ,B ,Q,32.60,33.80,32.55,33.35,33.35,33.50,172,31775,1058058.00,
534755,TRIO MERCAN ,X ,Q,14.14,14.14,14.14,14.14,14.14,14.14,3,1200,16968.00,
534756,TARA JEWELS ,B ,Q,15.65,15.75,14.95,15.05,15.15,15.65,74,14672,221993.00,
534758,CIGNITI TECH,T ,Q,273.00,273.00,265.00,266.95,269.00,273.00,43,2987,798795.00,
534804,CARERATING  ,A ,Q,1400.00,1404.00,1365.00,1368.70,1368.70,1401.90,158,959,1325099.00,
534809,PC JEWELLER ,A ,Q,356.00,385.40,353.00,379.75,379.75,356.40,24431,1707671,635706577.00,
534816,BH INFRATEL ,A ,Q,331.05,333.70,322.75,326.65,325.75,330.15,424,16911,5524627.00,
534927,ESTEEM BIO  ,M ,Q,21.60,21.60,21.60,21.60,21.60,22.00,20,140000,3024000.00,
534976,VMART       ,B ,Q,1629.95,1629.95,1540.00,1552.05,1555.00,1570.65,80,292,463160.00,
535141,SUNSTAR R   ,B ,Q,8.07,8.49,8.07,8.07,8.07,8.49,1532,4226388,34351003.00,
535267,COM FINCAP  ,X ,Q,15.95,16.00,15.75,15.85,15.85,15.90,45,13752,218334.00,
535276,SBISENSEX   ,B ,Q,347.00,363.00,329.00,357.30,357.30,361.12,11,272,94068.00,
535322,REPCO HOME  ,A ,Q,566.80,566.80,546.50,555.20,555.20,554.45,1230,50221,27927699.00,
535467,AIFL        ,B ,Q,471.90,483.70,470.75,476.00,476.20,466.35,570,65363,31133606.00,
535566,KIFS FSL    ,XT,Q,103.45,106.95,103.45,106.95,106.95,103.45,2,324,34567.00,
535601,SREELEATHER ,B ,Q,243.00,259.90,223.00,245.00,245.00,254.45,59,3480,860421.00,
535602,SHARDA MOTOR,B ,Q,2366.20,2376.90,2289.05,2306.30,2306.30,2383.25,155,11098,25804887.00,
535620,BINNY MILLS ,X ,Q,280.00,280.00,274.55,274.55,274.55,289.00,14,252,69896.00,
535621,SV GLOBAL   ,X ,Q,109.95,113.50,104.05,113.50,113.50,109.35,10,554,59073.00,
535648,JUSTDIAL    ,A ,Q,477.60,479.45,456.65,464.55,464.55,470.05,3337,272500,126920376.00,
535657,OONE        ,X ,Q,2.49,2.49,2.49,2.49,2.49,2.39,1,1010,2514.00,
535658,PAWANSUT    ,X ,Q,3.78,3.78,3.60,3.69,3.69,3.61,32,4462,16362.00,
535693,BRAHM INFRA ,X ,Q,33.00,35.00,33.00,34.45,34.45,34.90,7,1060,35104.00,
535694,EDSL        ,XT,Q,3.61,3.61,3.45,3.56,3.56,3.44,65,49962,176690.00,
535730,KHOOBSURAT  ,ST,Q,0.33,0.33,0.33,0.33,0.33,0.34,14,81774,26985.00,
535754,ORIENT CEM  ,B ,Q,152.00,153.45,149.05,149.30,149.05,151.05,318,13724,2072664.00,
535755,ABFRL       ,A ,Q,160.00,160.00,153.00,154.65,154.25,159.05,1217,75418,11783528.00,
535789,IBUL HSG FIN,A ,Q,1320.00,1329.90,1266.00,1272.35,1275.00,1312.50,3574,94244,121582341.00,
536128,VKJINFRA    ,B ,Q,2.05,2.05,1.90,2.03,2.03,2.04,457,590529,1163091.00,
536170,KUSHAL      ,T ,Q,159.00,160.50,157.50,158.15,158.15,158.05,1437,589811,93493842.00,
536264,TIGER LOGS  ,B ,Q,212.40,216.50,205.30,208.20,208.20,212.40,120,4294,898926.00,
536493,JKAGRI GEN  ,X ,Q,1199.90,1199.90,1120.80,1122.60,1122.60,1179.75,243,3401,3857607.00,
536507,FUTLIF FAS  ,A ,Q,374.05,375.00,365.00,369.50,365.20,378.20,97,1738,642373.00,
536592,SKFL        ,B ,Q,4.23,4.53,4.23,4.51,4.51,4.45,13,107021,480713.00,
536659,PVVINFRA    ,X ,Q,18.40,18.40,17.20,17.55,17.75,17.95,40,4437,79503.00,
536738,STELLAR CAP ,M ,Q,6.77,6.77,6.77,6.77,6.77,6.45,3,18000,121860.00,
536751,FIVEXTRADE  ,X ,Q,0.93,0.93,0.89,0.93,0.93,0.89,15,14700,13554.00,
536773,JIN POLY INV,B ,Q,68.30,68.30,62.85,64.65,65.50,65.15,49,4269,271970.00,
536799,SRS FINANCE ,ST,Q,1.27,1.27,1.21,1.21,1.27,1.27,14,4223,5217.00,
536960,M100        ,B ,Q,22.70,22.70,22.70,22.70,22.70,22.99,1,9,204.00,
536974,CAPTAIN POLY,B ,Q,168.50,168.50,161.25,161.50,161.50,163.20,44,5083,828723.00,
537007,NIFTYIWIN   ,B ,Q,108.89,108.89,107.26,107.26,107.26,108.51,24,1392,150872.00,
537008,NIF100IWIN  ,B ,Q,118.00,123.50,113.88,113.88,113.88,114.89,11,531,60629.00,
537069,ARNOLD HOLD ,X ,Q,6.75,6.90,6.41,6.42,6.77,6.68,38,85975,553665.00,
537092,MODEX INT   ,X ,Q,46.00,46.00,42.15,46.00,46.00,44.15,14,2200,101196.00,
537253,SUNIL HEALTH,X ,Q,82.90,82.90,76.05,76.35,79.45,77.45,27,1790,136777.00,
537254,RCI IND     ,B ,Q,180.00,187.75,178.00,180.85,181.85,184.25,580,178410,32181779.00,
537259,SUYOG TELE  ,B ,Q,405.00,408.00,405.00,408.00,408.00,402.10,2,20,8130.00,
537291,NATH BIOGEN ,B ,Q,520.30,523.50,490.00,495.70,495.70,515.25,623,29625,15075522.00,
537292,AGRI TECH   ,B ,Q,149.20,153.90,148.65,148.65,148.65,165.15,155,22323,3340525.00,
537524,VIAANINDUS  ,X ,Q,37.50,37.80,36.00,37.10,37.45,37.15,553,207195,7691528.00,
537536,DENIS CHEM  ,X ,Q,99.95,101.75,97.00,99.60,101.00,96.00,66,17408,1734391.00,
537582,UNISHIRE    ,M ,Q,8.68,8.69,8.55,8.64,8.64,8.53,15,160000,1381900.00,
537708,KOTAKNIFTY  ,B ,Q,107.50,107.50,106.50,106.50,106.50,107.50,6,124,13290.00,
537750,KIRAN VYPAR ,X ,Q,180.00,180.00,165.65,167.35,167.35,177.45,94,5840,1001436.00,
537766,BCP LTD     ,B ,Q,156.00,160.90,150.75,157.25,154.00,155.00,351,99940,15428561.00,
537800,MANGALAM IND,X ,Q,1.64,1.64,1.56,1.56,1.56,1.64,24,8052,12564.00,
537820,VFL         ,T ,Q,7.41,7.41,7.41,7.41,7.41,7.80,34,56855,421295.00,
537839,PHOENIX TN  ,X ,Q,15.43,15.43,14.05,15.40,14.05,14.70,15,3622,55350.00,
537840,RAUNAQEPC   ,X ,Q,140.10,144.85,138.00,138.00,138.00,141.45,15,1165,165809.00,
537954,SKP         ,B ,Q,16.20,16.20,16.20,16.20,16.20,16.50,19,2213,35850.00,
538019,OBI LTD     ,B ,Q,147.05,147.05,144.00,147.05,147.05,140.05,545,126786,18595810.00,
538057,CPSE ETF    ,B ,Q,30.03,30.03,29.67,29.87,29.96,29.85,145,67832,2025467.00,
538081,HARIA APL   ,X ,Q,3.04,3.36,3.04,3.36,3.36,3.20,6,2403,7519.00,
538092,JOONKTOLLEE ,X ,Q,171.85,171.85,160.05,160.05,160.05,164.00,3,101,16754.00,
538128,WOMENS NEXT ,M ,Q,74.10,81.00,74.00,74.00,74.00,76.20,5,10000,762200.00,
538212,SHARP INV   ,SS,Q,1.30,1.30,1.17,1.17,1.17,1.30,29,15000,17618.00,
538268,WONDERLA    ,B ,Q,385.65,387.00,383.80,384.70,384.95,385.90,44,536,206596.00,
538319,GCM CAPI    ,M ,Q,3.00,3.32,3.00,3.15,3.15,3.33,5,9000,28130.00,
538364,BCPAL       ,XT,Q,3.40,3.40,3.40,3.40,3.40,3.57,2,600,2040.00,
538365,ADHUNIKIND  ,B ,Q,88.00,88.70,84.40,88.60,88.60,88.80,11,3524,302588.00,
538401,MAESTROS ELE,XT,Q,25.00,25.00,25.00,25.00,25.00,25.65,2,2,50.00,
538423,ALPS MOTOR  ,SS,Q,18.05,18.05,18.05,18.05,18.05,18.40,26,1238,22345.00,
538464,TPROJECT    ,XT,Q,31.50,31.70,30.65,31.70,31.70,31.20,89,491110,15517012.00,
538476,CTL         ,X ,Q,5.00,5.35,4.95,5.20,5.05,5.19,77,60120,309895.00,
538496,TARINI      ,M ,Q,28.00,28.00,28.00,28.00,28.00,30.00,1,3000,84000.00,
538520,SBL         ,XT,Q,0.56,0.58,0.56,0.58,0.58,0.56,11,56200,32432.00,
538537,OMANSH      ,X ,Q,1.75,1.75,1.75,1.75,1.75,1.84,2,495,866.00,
538547,OASIS       ,B ,Q,90.00,96.00,88.30,94.75,94.75,88.60,691,313025,29141170.00,
538557,SAIBABA     ,X ,Q,13.63,13.63,13.63,13.63,13.63,13.63,9,1244,16955.00,
538562,SKIPPER     ,B ,Q,243.50,247.20,240.05,243.55,243.00,245.50,111,3806,928538.00,
538564,JAMESWARREN ,X ,Q,132.05,133.90,132.00,132.00,132.00,132.50,16,2055,271369.00,
538566,BESTSTEEL   ,X ,Q,156.70,156.70,143.15,144.10,143.55,150.65,634,160527,23712499.00,
538567,GULFOIL LUB ,B ,Q,986.60,1009.80,962.00,985.75,983.35,989.50,147,1163,1142703.00,XD
538570,ACHAL       ,XT,Q,2.15,2.15,2.15,2.15,2.15,2.26,18,767,1649.00,
538595,GLOSTER     ,X ,Q,665.00,670.85,650.00,655.40,650.00,675.40,43,645,423718.00,
538598,VISHAL      ,B ,Q,462.15,492.00,452.00,454.60,455.00,462.15,18,155932,71574151.00,
538607,TOYAMIND    ,XT,Q,6.28,6.28,5.80,5.94,5.94,6.05,172,354081,2112638.00,
538608, DWITIYA    ,XT,Q,205.70,205.70,205.70,205.70,205.70,216.50,15,29350,6037295.00,
538634,VRL         ,XT,Q,44.10,48.70,44.10,48.70,48.70,46.40,21,2064,99860.00,
538635,SNOWMAN     ,B ,Q,55.00,55.50,53.00,53.35,53.35,55.15,473,120105,6492744.00,
538646,PARNAMI     ,XT,Q,13.81,13.81,13.81,13.81,13.81,13.16,2,105,1450.00,
538653,EML         ,SS,Q,62.40,62.40,62.40,62.40,62.40,63.65,16,224,13977.00,
538666,SHARDACROP  ,A ,Q,402.50,405.00,390.00,395.10,395.00,398.35,134,12044,4779484.00,
538685,SHEMAROO    ,B ,Q,519.40,524.70,500.25,514.25,514.25,509.65,399,3640,1874136.00,
538706,ULTRACAB    ,B ,Q,98.50,99.25,96.25,96.30,96.30,96.45,53,6780,666159.00,
538707,RCCL        ,X ,Q,54.00,54.00,44.30,46.45,46.45,49.45,31,1647,74519.00,
538708,ETIL        ,X ,Q,10.14,10.14,10.14,10.14,10.14,10.14,8,7858,79680.00,
538713,ATISHAY     ,B ,Q,94.30,104.10,94.30,96.50,98.00,99.25,31,1223,120745.00,
538714,SUCHITRA    ,X ,Q,55.25,61.00,55.25,57.00,57.00,58.15,14,810,45645.00,
538715,DHABRIYA    ,T ,Q,140.05,143.50,140.00,140.00,140.00,141.60,18,1465,206535.00,
538730,PDSMFL      ,B ,Q,290.00,291.90,282.00,289.20,291.90,290.00,50,7402,2134278.00,
538731,POWERGYM    ,M ,Q,8.00,8.00,7.85,7.85,7.85,8.24,2,8000,63400.00,
538732,VGCL        ,M ,Q,63.00,63.00,63.00,63.00,63.00,61.10,1,3000,189000.00,
538733,STARLIT     ,B ,Q,19.60,20.00,19.60,20.00,20.00,20.70,2,500,9992.00,
538742,PANACHE     ,XT,Q,45.00,45.00,45.00,45.00,45.00,45.00,30,1000,45000.00,
538765,JSHL        ,M ,Q,3.70,3.71,2.55,3.71,3.70,3.12,5,25000,86750.00,
538770,CRANE INFRA ,XT,Q,7.50,7.50,7.50,7.50,7.50,7.72,2,300,2250.00,
538771,PINCON      ,B ,Q,36.50,36.50,34.80,35.05,35.15,36.10,172,38649,1371391.00,
538772,NIYOGIN     ,B ,Q,111.65,111.65,111.65,111.65,111.65,109.50,29,7073,789700.00,
538788,GILADAFINS  ,X ,Q,44.30,44.40,37.50,38.90,40.50,39.00,18,1310,53981.00,
538812,AANCHALISP  ,B ,Q,18.05,18.10,17.35,17.35,17.35,18.25,76,26408,465759.00,
538817,CAPPIPES    ,M ,Q,53.00,58.90,53.00,58.90,58.90,57.00,3,13500,758400.00,
538834,MEL         ,X ,Q,11.60,11.60,11.01,11.47,11.47,11.50,94,77054,883829.00,
538835,INTELLECT   ,A ,Q,193.95,195.25,182.70,183.55,183.55,191.50,1509,137415,25793783.00,
538836,MONTECARLO  ,B ,Q,575.00,576.15,550.00,563.95,568.90,565.05,139,1095,617013.00,
538837,JSTL        ,XT,Q,48.05,48.05,45.80,45.85,45.85,48.00,3,459,21250.00,
538858,CAMSONBIO   ,XT,Q,17.50,17.50,17.05,17.20,17.05,17.85,38,18229,314306.00,
538860,PANAFIC     ,X ,Q,0.50,0.50,0.50,0.50,0.50,0.50,69,210086,105043.00,
538861,AMSONS      ,B ,Q,4.05,4.27,4.01,4.15,4.15,4.13,74,30037,122518.00,
538891,SIPROJECTS  ,XT,Q,248.20,248.90,246.25,246.55,246.30,248.05,100,1643,405218.00,
538896,KANCHI      ,XT,Q,256.00,259.10,248.20,256.50,257.00,246.80,345,29462,7554758.00,
538902,DHUN TEAIND ,B ,Q,342.95,352.00,342.95,342.95,342.95,361.00,93,5930,2037014.00,
538918,VANICOM     ,XT,Q,4.97,5.00,4.97,4.97,4.97,5.23,5,2729,13566.00,
538919,SKILVEN     ,XT,Q,17.70,17.70,17.70,17.70,17.70,17.70,1,100,1770.00,
538922,COSYN       ,X ,Q,91.00,95.50,90.40,91.15,92.00,93.45,145,17625,1639250.00,
538942,MERCANTILE  ,XT,Q,11.40,12.59,11.40,12.59,12.59,12.00,11,969,12077.00,
538952,ALFL        ,XT,Q,1.65,1.65,1.58,1.65,1.65,1.58,6,214,353.00,
538961,GENUSPAPER  ,B ,Q,15.80,15.80,14.45,14.50,14.70,15.20,221,107395,1576265.00,
538962,MINDACORP   ,B ,Q,194.90,198.20,188.00,190.15,190.00,188.75,712,40936,7913876.00,
538964,MERCURYLAB  ,XT,Q,425.10,425.10,425.00,425.00,425.00,431.00,3,35,14877.00,
538965,CONCORD     ,X ,Q,29.00,29.00,28.00,28.75,28.75,28.60,21,1651,46322.00,
538979,GRNLAM IND  ,B ,Q,1212.00,1212.00,1145.25,1167.00,1159.00,1183.90,10,33,38889.00,
538987,TALBROSENG  ,X ,Q,335.10,349.95,316.10,333.50,335.95,342.65,110,1626,542079.00,
538992,SAPL        ,X ,Q,185.00,190.00,160.15,174.95,174.95,177.75,14,263,44332.00,
539006,PTCIL       ,X ,Q,580.00,580.00,557.00,557.00,557.00,557.65,5,121,67880.00,
539007,PINCONLIFE  ,X ,Q,10.94,11.02,10.69,10.69,10.69,11.25,127,46687,501688.00,
539011,CHENFERRO   ,XT,Q,5.44,5.44,5.44,5.44,5.44,5.19,3,887,4825.00,
539013,GITARENEW   ,XT,Q,8.40,8.82,8.40,8.82,8.82,8.40,3,157,1384.00,
539014,KALPACOMME  ,X ,Q,12.70,12.70,12.70,12.70,12.70,12.95,11,3844,48818.00,
539015,ORTEL       ,B ,Q,27.80,27.80,27.80,27.80,27.80,28.50,2,99258,2759372.00,
539017,ASHFL       ,B ,Q,103.00,123.50,103.00,116.10,121.00,102.95,211,19456,2261235.00,
539018,BEEKAY      ,X ,Q,395.10,404.90,387.00,394.15,404.00,395.10,49,1697,674260.00,
539032,FRASER      ,XT,Q,6.23,6.23,6.23,6.23,6.23,6.55,1,1,6.00,
539040,TTIL        ,X ,Q,7.88,7.88,6.41,7.69,7.69,7.00,11,1595,11319.00,
539042,AGIIL       ,B ,Q,207.00,207.00,185.00,198.70,199.95,199.70,24,1438,277180.00,
539043,BKMINDST    ,B ,Q,38.25,38.25,35.40,36.00,35.80,36.10,25,2311,83033.00,
539044,MANAKSTELTD ,B ,Q,36.85,38.95,36.85,38.25,38.90,38.05,44,12512,472688.00,
539045,MNKALCOLTD  ,B ,Q,11.90,11.99,11.29,11.29,11.29,11.88,37,9249,105191.00,
539046,MNKCMILTD   ,B ,Q,16.30,17.50,15.70,15.85,15.75,16.15,63,11742,188997.00,
539056,ADLABS      ,B ,Q,58.95,58.95,55.15,56.45,56.15,58.05,183,21898,1238722.00,
539083,INOXWIND    ,A ,Q,134.60,137.00,132.00,135.30,134.85,134.55,572,40723,5503775.00,
539098,FILTRA      ,M ,Q,23.10,23.10,23.10,23.10,23.10,23.20,1,7500,173250.00,
539113,PML         ,X ,Q,5947.00,6195.00,5200.00,5641.75,5850.00,5195.60,278,851,4906368.00,
539115,ALAN SCOTT  ,XT,Q,15.92,15.92,15.92,15.92,15.92,15.17,1,10,159.00,
539118,VRLLOG      ,B ,Q,426.15,434.95,411.50,419.05,419.05,422.60,82,1719,728529.00,
539120,BFFL        ,XT,Q,17.05,17.90,17.05,17.90,17.90,17.05,7,2100,37564.00,
539122,BODHTREE    ,X ,Q,93.00,95.90,87.15,88.85,88.85,93.55,332,42617,3872961.00,
539123,VBIND       ,SS,Q,99.00,99.00,99.00,99.00,99.00,99.75,4,7975,789525.00,
539125,LAYLA       ,XT,Q,2.65,2.65,2.65,2.65,2.65,2.70,13,3825,10136.00,
539126,MEP         ,B ,Q,93.00,93.05,90.40,90.95,90.95,91.85,456,75938,6950637.00,
539131,CLLIMITED   ,X ,Q,63.60,69.75,56.20,63.60,64.70,61.30,161,25716,1635206.00,
539132,VEGETABLE   ,X ,Q,4.00,4.10,3.50,3.67,3.67,3.65,45,34681,139364.00,
539134,HFEFBRG     ,B ,Q,11.75,11.75,11.75,11.75,11.75,12.04,7,2500,29375.00,
539141,UFO         ,B ,Q,441.25,441.75,434.10,434.15,434.10,440.20,117,648,283958.00,
539143,SBCL        ,X ,Q,61.00,61.10,59.50,60.00,60.00,60.40,28,29320,1763976.00,
539148,SHIVALIK    ,XT,Q,725.00,725.00,680.65,705.00,705.00,716.45,50,1259,879891.00,
539149,ICSL        ,XT,Q,4.30,4.70,4.29,4.29,4.29,4.51,11,2908,13072.00,
539150,PNCINFRA    ,B ,Q,175.05,177.00,168.00,169.75,169.75,172.75,408,21543,3702811.00,
539151,ARFIN       ,X ,Q,574.00,574.00,520.00,528.45,520.00,544.85,67,2294,1222638.00,
539169,FUNNY       ,B ,Q,7.98,7.98,7.98,7.98,7.98,8.14,38,13866,110650.00,
539175,INDRAIND    ,X ,Q,40.75,40.85,38.15,40.35,39.25,38.95,40,15950,640614.00,
539176,HAWAENG     ,XT,Q,70.00,75.80,69.35,69.40,69.40,73.00,71,3031,221960.00,
539177,AIIL        ,X ,Q,86.55,86.55,67.05,75.20,75.20,72.15,189,31789,2612369.00,
539195,POEL        ,X ,Q,84.00,84.00,79.05,79.75,79.75,82.85,47,5053,404082.00,
539196,AEL         ,X ,Q,41.60,43.60,40.15,43.20,43.60,41.55,127,7168,306602.00,
539207,MANPASAND   ,B ,Q,404.00,405.65,393.35,396.35,395.00,400.10,205,3390,1354397.00,
539217,SRESTHA     ,X ,Q,14.00,14.70,13.55,13.84,13.84,14.26,244,105863,1491916.00,
539219,MUL         ,X ,Q,177.00,179.65,168.00,175.20,175.00,176.75,46,7399,1291730.00,
539220,MISHKA      ,B ,Q,25.10,25.50,25.00,25.50,25.50,25.50,4,4000,101001.00,
539221,SPORTKING   ,XT,Q,47.90,47.90,47.90,47.90,47.90,45.65,1,50,2395.00,
539224,HCKKVENTURE ,X ,Q,48.60,48.70,48.60,48.70,48.70,48.55,3,5500,267575.00,
539225,JIYAECO     ,B ,Q,128.70,128.85,119.10,122.15,122.00,123.45,439,69030,8567607.00,
539226,RUDRA       ,B ,Q,257.00,257.00,210.00,210.00,210.00,218.00,29,11232,2403779.00,
539227,LOYAL       ,M ,Q,53.00,53.00,52.00,52.50,52.50,53.40,7,21000,1102650.00,
539228,GGPL        ,B ,Q,290.00,309.90,273.00,296.85,303.05,285.75,1226,310158,90181170.00,
539229,MRSS        ,M ,Q,275.00,275.00,260.00,260.00,260.00,270.00,14,16800,4489020.00,
539251,BALKRISHNA  ,B ,Q,76.50,77.45,73.60,74.25,75.10,76.10,47,5024,380019.00,
539252,SCFL        ,B ,Q,12.80,13.08,11.94,12.51,12.51,12.56,166,115280,1464485.00,
539254,ADANITRANS  ,A ,Q,214.95,214.95,201.00,203.80,205.10,208.60,956,74520,15265814.00,
539255,STARDELTA   ,X ,Q,160.00,160.00,142.10,147.00,147.00,154.45,7,2121,302772.00,
539268,SYNGENE     ,A ,Q,604.30,606.90,578.10,580.40,580.40,602.35,512,10802,6393644.00,
539275,MSL         ,M ,Q,114.00,114.00,114.00,114.00,114.00,113.00,1,1500,171000.00,
539276,KAYA        ,B ,Q,935.00,951.90,920.70,925.40,925.40,946.70,353,4808,4477500.00,
539278,SYMBIOX     ,ST,Q,1.55,1.55,1.55,1.55,1.55,1.63,16,7355,11400.00,
